Jon,s,Mechanics (Physics 1),,,,,,,,,
Jon,s,Electricity and Magnetism (Physics 2),,,,,,,,,
Nick,v,tau,$ \vec{\tau} $,torque,"Torque, moment or moment of force, is the tendency of a force to rotate an object about an axis, fulcrum, or pivot. Just as a force is a push or a pull, a torque can be thought of as a twist to an object.",Mechanics,"t, tork",Newton,$ \textrm{N}$,1,
Nick,v,p,$ \vec{p} $,linear momentum,"A vector quantity, linear momentum is defined as the product of an object's mass and velocity. Momentum is conserved in elastic collisions, where objects bounce off each other, but not in inelastic collisions, where they stick together.",mechanics,"p, mv, momentum","kilogram,meter,second",$ \frac{ \textrm{kg} \cdot \textrm{m} }{ \textrm{s} } $,1,
Nick,v,J,$ \vec{J} = \Delta \vec{p} $,impulse,"In classical mechanics, the impulse of force (noted as J or Imp) is defined as the product of the average force multiplied by the time it is exerted. Impulse is a vector quantity since force is a vector quantity. The SI unit of impulse is the newton second (N·s) or, in base units, the kilogram meter per second (kg·m/s). Impulse is also defined as the change in the linear momentum of a body.",mechanics,"dp, deltap, delta p","kilogram,meter,second",$ \frac{ \textrm{kg} \cdot \textrm{m} }{ \textrm{s} } $,1,
Charlie,v,W,$W$ ,work," A force is said to do work when it acts on a body, and there is a displacement of the point of application in the direction of the force. The SI unit of work is the joule (J), which is defined as the work expended by a force of one newton through a distance of one meter (N*m).",mechanics,none,Joule,$ \textrm{J} $,1,230
Charlie,v,Pi,$\pi$,pi,The number π is a mathematical constant that is the ratio of a circle's circumference to its diameter and is approximately equal to 3.14159.,All,π,,,,
Nick,v,mu,$\mu$,Coefficient of friction,"The coefficient of friction is the ratio of the frictional force between two objects and the normal force exerted by one upon the other. It is an intrinsic property of a given material. There are two types of frictional coefficients: static and kinetic. The coefficient of static friction applies to an object at rest, while the kinetic applies to one in motion. Generally, the coefficient of static friction is larger than the coefficient of kinetic friction.",mechanics,"mew,moo,frictional coefficient,friction,static friction,kinetic friction,moving friction",,,1,97
Nick,v,K,$ K $,kinetic energy,Kinetic energy is the energy of motion.,mechanics,,,,1,239
Nick,v,Wnet,$W_{net}$,Work-energy theorem,The net work done by the forces acting on a body is equal to the change in the body's kinetic energy.,mechanics,,,,1,240
Nick,v,T,$\textrm{T}$,Period,The period of a cyclic event is the time it takes for the system to complete one full revolution and return to its starting point. It is the inverse of frequency.,all,1/f,,,,
Nick,v,f,$\textrm{f}$,Frequency,The frequency of a cyclic event is the number of revolutions of the system in a given timeframe. It is the inverse of the period. The Hertz unit uses seconds for this time frame. Something with a frequency of 60 Hz occurs sixty times per second. Frequency is sometimes represented by the Greek letter nu.,all,1/t,Hertz,$\textrm{Hz}$,,
Nick,v,F_fric,$F_{fric}$,Frictional Force,"Friction is the force of resistance to motion offered by a surface. Its direction is always opposite to that of the motion of the contact surface. The frictional force offered by a material is dependent on its intrinsic coefficient of friction (given by the Greek letter mu). Ice has a very low coefficient, while a rough wooden floor has a comparatively high one.",mechanics,"muFn,mewFn",Newton,$\textrm{N}$,1,97
Nick,v,a_c,$a_c$,Centripetal acceleration,,mechanics,,"meter,second",$ \frac{ \textrm{m} }{ \textrm{s}^2 } $,,
Charlie,e,v=v0+at,$v=v_0+at$,#kinematics1,"The velocity of an object is equal to the original velocity, with respect to some initial time, plus the acceleration of the object multiplied by the final time minus the initial time.",Mechanics,"kinematic,kinematic equation",acceleration,,,
Nick,e,f=ma,$ \sum{ \vec{F} } = \frac{d \vec{p} }{dt} = m \frac{d \vec{v} }{dt} = m\vec{a} $,Newton's Second Law,"Newton's Second Law states that the vector sum of the forces on an object is equal to the total mass of that object multiplied by the acceleration of the object. In more technical terms, the acceleration of a body is directly proportional to, and in the same direction as, the net force acting on the body, and inversely proportional to its mass. Thus, F = ma, where F is the net force acting on the object, m is the mass of the object and a is the acceleration of the object. Force and acceleration are both vectors. This means that they have both a magnitude (size) and a direction relative to some reference frame.",Mechanics,"force,f,Newton's second law","force,mass,acceleration",,,
Charlie,e,x=(x_0)+(v_0)*t+0.5a*(t^2),$ x = x_0 + v_0t + \frac{1}{2}at^2 $,#kinematics2,,Mechanics,"kinematic,kinematic equation","position,acceleration",,,
Charlie,e,v^2=(v_0^2)+2a*(x-x_0),$ v^2 = {v_0}^2 + 2a(x-x_0) $,#kinematics3,,Mechanics,"kinematic,kinematic equation","acceleration,position",,,
Charlie,e,F_fric=mu*F_n,$ F_{fric} = \mu F_n $,Frictional force,"Friction is the force resisting the motion of solid surfaces, fluid layers, and material elements sliding against each other. There are several types of friction such as dry friction, fluid friction, and sliding friction. The equation shown here represents a case of dry friction.",Mechanics,"F_fric,muFn,mewFn,muF_n,mewFn",force,1,97,
Charlie,e,a_c=(v^2)/r,$ \vec{a}_c = \frac{ \vec{v}^2 }{r} $,Centripetal acceleration,A body moving in a circle of radius R at velocity v experiences a centripetal acceleration in the radial direction.,Mechanics,"centrifugal acceleration,centripital acceleration",acceleration,1,100,
Charlie,e,Tau=r*f(sin(theta)),$ \vec{\tau} = \vec{r} \times \vec{F} = |r||F|\sin{\theta} $,Torque,"Torque, moment or moment of force, is the tendency of a force to rotate an object about an axis, fulcrum, or pivot. Just as a force is a push or a pull, a torque can be thought of as a twist to an object. Torque can also be thought of as T= r x F",Mechanics,"tau,tork,rxf,r x f, rfsintheta","torque,force",,,
Charlie,e,p=m*v,$ \vec{p} = m\vec{v} $,definition of linear momentum,"In classical mechanics, linear momentum or translational momentum (SI unit kg m/s, or equivalently, N s) is the product of the mass and velocity of an object. Momentum is also a conserved quantity meaning that if a closed system is not affected by external forces, its total linear momentum cannot change.",Mechanics,"p,mv","linear momentum,mass",1,121,
Charlie,e,Jnet=delta(p),$ \vec{J}_{net} = \Delta \vec{p} $,Net impulse,"Like velocity, linear momentum is a vector quantity, possessing a direction as well as a magnitude",Mechanics,"j,jnet,dp,deltap","impulse,linear momentum",1,122,
Nick,e,J=int(F)dt,$ \vec{J} = \int{ \vec{F} \cdot dt} $,Impulse,"In classical mechanics, impulse (symbolized by J) is the change in linear momentum of a body. It may be defined or calculated as the product of the average force multiplied by the time over which the force is exerted. Impulse is a vector quantity since it is the result of integrating force, a vector quantity, over time. The SI unit of impulse is the newton second (N·s) or, in base units, the kilogram meter per second (kg·m/s).",Mechanics,"j,intF","impulse,force",1,122,
Charlie,e,K=0.5(m*v^2),$ K = \frac{1}{2} m v^2 $,definition of kinetic energy,"The kinetic energy of an object is the energy which is possesses due to its motion. In classical mechanics, the kinetic energy of a non-rotating object of mass m traveling at a speed v is ½ mv². The SI unit for measuring work and energy is the joule (symbol J). In relativistic mechanics, this is only a good approximation when v is much less than the speed of light.",Mechanics,"K,KE","kinetic energy,mass",1,239,
Charlie,e,U=m*g*h,$ U = mgh $,Gravitational potential energy,Potential energy is energy stored in a system of forcefully interacting physical entities. The SI unit for measuring work and energy is the joule (symbol J). Potential energy is often associated with restoring forces such as a spring or the force of gravity. The action of stretching the spring or lifting the mass is performed by an external force that works against the force field of the potential.,Mechanics,"U,Ug,PE,P,Pg,PEg","mass,position",,,
Charlie,e,W=int(f)dx,$ W = \int{F dx} $,Work,,Mechanics,,"work,force,position",1,236,
Charlie,e,F_spring=-k*x,$ F_spring = -kx $,Hooke's law,Hooke's law is a principle of physics that states that the force F needed to extend or compress a spring by some distance X is proportional to that distance.,Mechanics,spring force,"force,position",,,
Charlie,e,U_spring=0.5k(x^2),$ U_{spring} = \frac{1}{2} k x^2 $,Spring Potential,,Mechanics,"spring work,work done by spring",position,,,
Charlie,e,T_spring=2*pi(sqrt(m/k)),$ T_{spring} = 2 \pi \sqrt{ \frac{m}{k} } $,Spring Period,,Mechanics,,"pi,mass",,,
Charlie,e,T_pendulum=2*pi(sqrt(l/g)),$ T_{pendulum} = 2 \pi \sqrt{ \frac{l}{g} } $,Pendulum Period,,Mechanics,,"pi,acceleration",,,
Charlie,e,T=1/(freq),$ T = \frac{1}{f} $,Period,"T is the period in seconds (s), meaning the number of seconds per cycle. T is the reciprocal of frequency.",Mechanics,,acceleration,,,
Nick,e,U = -int(F)dx,$ U = - int{ \vec{F} \cdot d\vec{x} } $,Potential Energy,,Mechanics,,"force,position",,,
Charlie,e,F_grav = -(G*m1*m2)/(r^2),$ F_{G} = \frac{Gm_{1}m_{2}}{r^2},Gravitational Force,,Mechanics,"Fg,Force,","force,mass",,,
Charlie,e,U_g = -(G*m1*m2)/(r),$ F_{G} = \frac{Gm_{1}m_{2}}{r},Gravitational Potential,,Mechanics,"U,Ug,",mass,,,
Charlie,e,F=(1/(4*Pi*e_0))*(q1*q2/(r^2))),$ F = \frac{q_{1}q_{2}}{4\Pi},Electric Force,,Electricity and Magnetism,,"force,pi,electric constant (permitivity)",,,
Charlie,e,E=F/q,$ \vec{E} = \frac{ \vec{F} }{q} $,Electric Field,,electricity and Magnetism,,force,,,
Nick,e,F_n = mg,$ F_n = mg\cos{\theta} $,Normal force,"The normal force is the counteracting force of a surface on an object. For example, as a book rests on a table, gravity exerts a downward force on the table proprortional to the mass of the book. In accord with Newton's Third Law, because the book does not fall through the table, there must then be a force equal in magnitude in the opposite direction of the gravitational force. This is ""normal"", or perpendicular, to the surface, hence the name ""normal force"".",mechanics,"Fn,Fnormal,mg,mgcostheta","mass,acceleration",1,92-93,
Nick,e,F_c = ma_c,$ F_c = m{a_c} $,Centripetal force,,mechanics,"F_c,Fc,centrifugal force,centripital force","force,mass,acceleration",1,100,
Nick,e,r_cm,$ \vec{r}_{cm} = \frac{ m_1\vec{r}_1 + m_2\vec{r}_2 }{ m_1 + m_2 } $,Center of mass,"The center of mass of an object or system is the point at which the mass on each side of it is balanced. For example, a barbell with equal weight on each side would have a center of mass exactly at the center, but adding weight to one side would move the center of mass in that direction. The center of mass of many-body systems can be calculated in this way as well.",mechanics,,mass,1,141,
Nick,e,Wnet,$ W_{net} = \Delta K = K_f - K_i $,Work-Energy Theorem,,mechanics,work,force,1,240,
